sample_id,split,input_start_date,input_end_date,target_date,current_label,target_label,target_code
73,train,2013-04-05,2013-05-16,2013-05-21,Bull,Bull,2
74,train,2013-04-10,2013-05-21,2013-05-24,Bull,Bull,2
75,train,2013-04-15,2013-05-24,2013-05-30,Bull,Bull,2
76,train,2013-04-18,2013-05-30,2013-06-04,Bull,Bull,2
77,train,2013-04-23,2013-06-04,2013-06-07,Bull,Neutral,1
78,train,2013-04-26,2013-06-07,2013-06-12,Neutral,Bear,0
79,train,2013-05-01,2013-06-12,2013-06-17,Bear,Neutral,1
80,train,2013-05-06,2013-06-17,2013-06-20,Neutral,Bear,0
81,train,2013-05-09,2013-06-20,2013-06-25,Bear,Bear,0
82,train,2013-05-14,2013-06-25,2013-06-28,Bear,Bear,0
83,train,2013-05-17,2013-06-28,2013-07-03,Bear,Bear,0
84,train,2013-05-22,2013-07-03,2013-07-09,Bear,Bear,0
85,train,2013-05-28,2013-07-09,2013-07-12,Bear,Neutral,1
86,train,2013-05-31,2013-07-12,2013-07-17,Neutral,Neutral,1
87,train,2013-06-05,2013-07-17,2013-07-22,Neutral,Neutral,1
88,train,2013-06-10,2013-07-22,2013-07-25,Neutral,Bull,2
89,train,2013-06-13,2013-07-25,2013-07-30,Bull,Bull,2
90,train,2013-06-18,2013-07-30,2013-08-02,Bull,Bull,2
91,train,2013-06-21,2013-08-02,2013-08-07,Bull,Bull,2
92,train,2013-06-26,2013-08-07,2013-08-12,Bull,Bull,2
93,train,2013-07-01,2013-08-12,2013-08-15,Bull,Bull,2
94,train,2013-07-05,2013-08-15,2013-08-20,Bull,Neutral,1
95,train,2013-07-10,2013-08-20,2013-08-23,Neutral,Bear,0
96,train,2013-07-15,2013-08-23,2013-08-28,Bear,Bear,0
97,train,2013-07-18,2013-08-28,2013-09-03,Bear,Neutral,1
98,train,2013-07-23,2013-09-03,2013-09-06,Neutral,Bear,0
99,train,2013-07-26,2013-09-06,2013-09-11,Bear,Bear,0
100,train,2013-07-31,2013-09-11,2013-09-16,Bear,Bear,0
101,train,2013-08-05,2013-09-16,2013-09-19,Bear,Neutral,1
102,train,2013-08-08,2013-09-19,2013-09-24,Neutral,Bear,0
103,train,2013-08-13,2013-09-24,2013-09-27,Bear,Bear,0
104,train,2013-08-16,2013-09-27,2013-10-02,Bear,Bear,0
105,train,2013-08-21,2013-10-02,2013-10-07,Bear,Bear,0
106,train,2013-08-26,2013-10-07,2013-10-10,Bear,Neutral,1
107,train,2013-08-29,2013-10-10,2013-10-15,Neutral,Neutral,1
108,train,2013-09-04,2013-10-15,2013-10-18,Neutral,Neutral,1
109,train,2013-09-09,2013-10-18,2013-10-23,Neutral,Neutral,1
110,train,2013-09-12,2013-10-23,2013-10-28,Neutral,Neutral,1
111,train,2013-09-17,2013-10-28,2013-10-31,Neutral,Neutral,1
112,train,2013-09-20,2013-10-31,2013-11-05,Neutral,Bull,2
113,train,2013-09-25,2013-11-05,2013-11-08,Bull,Bull,2
114,train,2013-09-30,2013-11-08,2013-11-13,Bull,Bull,2
115,train,2013-10-03,2013-11-13,2013-11-18,Bull,Bull,2
116,train,2013-10-08,2013-11-18,2013-11-21,Bull,Bull,2
117,train,2013-10-11,2013-11-21,2013-11-26,Bull,Bull,2
118,train,2013-10-16,2013-11-26,2013-12-02,Bull,Bull,2
119,train,2013-10-21,2013-12-02,2013-12-05,Bull,Bull,2
120,train,2013-10-24,2013-12-05,2013-12-10,Bull,Bull,2
121,train,2013-10-29,2013-12-10,2013-12-13,Bull,Bull,2
122,train,2013-11-01,2013-12-13,2013-12-18,Bull,Bull,2
123,train,2013-11-06,2013-12-18,2013-12-23,Bull,Bull,2
124,train,2013-11-11,2013-12-23,2013-12-27,Bull,Bull,2
125,train,2013-11-14,2013-12-27,2014-01-02,Bull,Bull,2
126,train,2013-11-19,2014-01-02,2014-01-07,Bull,Bull,2
127,train,2013-11-22,2014-01-07,2014-01-10,Bull,Bull,2
128,train,2013-11-27,2014-01-10,2014-01-15,Bull,Bull,2
129,train,2013-12-03,2014-01-15,2014-01-21,Bull,Bull,2
130,train,2013-12-06,2014-01-21,2014-01-24,Bull,Neutral,1
131,train,2013-12-11,2014-01-24,2014-01-29,Neutral,Neutral,1
132,train,2013-12-16,2014-01-29,2014-02-03,Neutral,Bear,0
133,train,2013-12-19,2014-02-03,2014-02-06,Bear,Bear,0
134,train,2013-12-24,2014-02-06,2014-02-11,Bear,Bear,0
135,train,2013-12-30,2014-02-11,2014-02-14,Bear,Bear,0
136,train,2014-01-03,2014-02-14,2014-02-20,Bear,Bear,0
137,train,2014-01-08,2014-02-20,2014-02-25,Bear,Neutral,1
138,train,2014-01-13,2014-02-25,2014-02-28,Neutral,Neutral,1
139,train,2014-01-16,2014-02-28,2014-03-05,Neutral,Neutral,1
140,train,2014-01-22,2014-03-05,2014-03-10,Neutral,Neutral,1
141,train,2014-01-27,2014-03-10,2014-03-13,Neutral,Neutral,1
142,train,2014-01-30,2014-03-13,2014-03-18,Neutral,Neutral,1
143,train,2014-02-04,2014-03-18,2014-03-21,Neutral,Neutral,1
144,train,2014-02-07,2014-03-21,2014-03-26,Neutral,Bull,2
145,train,2014-02-12,2014-03-26,2014-03-31,Bull,Bull,2
146,train,2014-02-18,2014-03-31,2014-04-03,Bull,Bull,2
147,train,2014-02-21,2014-04-03,2014-04-08,Bull,Neutral,1
148,train,2014-02-26,2014-04-08,2014-04-11,Neutral,Neutral,1
149,train,2014-03-03,2014-04-11,2014-04-16,Neutral,Neutral,1
150,train,2014-03-06,2014-04-16,2014-04-22,Neutral,Neutral,1
151,train,2014-03-11,2014-04-22,2014-04-25,Neutral,Neutral,1
152,train,2014-03-14,2014-04-25,2014-04-30,Neutral,Neutral,1
153,train,2014-03-19,2014-04-30,2014-05-05,Neutral,Neutral,1
154,train,2014-03-24,2014-05-05,2014-05-08,Neutral,Neutral,1
155,train,2014-03-27,2014-05-08,2014-05-13,Neutral,Neutral,1
156,train,2014-04-01,2014-05-13,2014-05-16,Neutral,Neutral,1
157,train,2014-04-04,2014-05-16,2014-05-21,Neutral,Neutral,1
158,train,2014-04-09,2014-05-21,2014-05-27,Neutral,Bull,2
159,train,2014-04-14,2014-05-27,2014-05-30,Bull,Bull,2
160,train,2014-04-17,2014-05-30,2014-06-04,Bull,Bull,2
161,train,2014-04-23,2014-06-04,2014-06-09,Bull,Bull,2
162,train,2014-04-28,2014-06-09,2014-06-12,Bull,Bull,2
163,train,2014-05-01,2014-06-12,2014-06-17,Bull,Bull,2
164,train,2014-05-06,2014-06-17,2014-06-20,Bull,Neutral,1
165,train,2014-05-09,2014-06-20,2014-06-25,Neutral,Neutral,1
166,train,2014-05-14,2014-06-25,2014-06-30,Neutral,Neutral,1
167,train,2014-05-19,2014-06-30,2014-07-03,Neutral,Neutral,1
168,train,2014-05-22,2014-07-03,2014-07-09,Neutral,Neutral,1
169,train,2014-05-28,2014-07-09,2014-07-14,Neutral,Neutral,1
170,train,2014-06-02,2014-07-14,2014-07-17,Neutral,Neutral,1
171,train,2014-06-05,2014-07-17,2014-07-22,Neutral,Neutral,1
172,train,2014-06-10,2014-07-22,2014-07-25,Neutral,Neutral,1
173,train,2014-06-13,2014-07-25,2014-07-30,Neutral,Neutral,1
174,train,2014-06-18,2014-07-30,2014-08-04,Neutral,Bear,0
175,train,2014-06-23,2014-08-04,2014-08-07,Bear,Bear,0
176,train,2014-06-26,2014-08-07,2014-08-12,Bear,Bear,0
177,train,2014-07-01,2014-08-12,2014-08-15,Bear,Bear,0
178,train,2014-07-07,2014-08-15,2014-08-20,Bear,Bull,2
179,train,2014-07-10,2014-08-20,2014-08-25,Bull,Bull,2
180,train,2014-07-15,2014-08-25,2014-08-28,Bull,Bull,2
181,train,2014-07-18,2014-08-28,2014-09-03,Bull,Bull,2
182,train,2014-07-23,2014-09-03,2014-09-08,Bull,Bull,2
183,train,2014-07-28,2014-09-08,2014-09-11,Bull,Bull,2
184,train,2014-07-31,2014-09-11,2014-09-16,Bull,Bull,2
185,train,2014-08-05,2014-09-16,2014-09-19,Bull,Bull,2
186,train,2014-08-08,2014-09-19,2014-09-24,Bull,Bull,2
187,train,2014-08-13,2014-09-24,2014-09-29,Bull,Bear,0
188,train,2014-08-18,2014-09-29,2014-10-02,Bear,Bear,0
189,train,2014-08-21,2014-10-02,2014-10-07,Bear,Bear,0
190,train,2014-08-26,2014-10-07,2014-10-10,Bear,Bear,0
191,train,2014-08-29,2014-10-10,2014-10-15,Bear,Bear,0
192,train,2014-09-04,2014-10-15,2014-10-20,Bear,Bear,0
193,train,2014-09-09,2014-10-20,2014-10-23,Bear,Bear,0
194,train,2014-09-12,2014-10-23,2014-10-28,Bear,Bear,0
195,train,2014-09-17,2014-10-28,2014-10-31,Bear,Bear,0
196,train,2014-09-22,2014-10-31,2014-11-05,Bear,Bear,0
197,train,2014-09-25,2014-11-05,2014-11-10,Bear,Bull,2
198,train,2014-09-30,2014-11-10,2014-11-13,Bull,Bull,2
199,train,2014-10-03,2014-11-13,2014-11-18,Bull,Bull,2
200,train,2014-10-08,2014-11-18,2014-11-21,Bull,Neutral,1
201,train,2014-10-13,2014-11-21,2014-11-26,Neutral,Neutral,1
202,train,2014-10-16,2014-11-26,2014-12-02,Neutral,Neutral,1
203,train,2014-10-21,2014-12-02,2014-12-05,Neutral,Neutral,1
204,train,2014-10-24,2014-12-05,2014-12-10,Neutral,Bear,0
205,train,2014-10-29,2014-12-10,2014-12-15,Bear,Bear,0
206,train,2014-11-03,2014-12-15,2014-12-18,Bear,Bear,0
207,train,2014-11-06,2014-12-18,2014-12-23,Bear,Bull,2
208,train,2014-11-11,2014-12-23,2014-12-29,Bull,Bull,2
209,train,2014-11-14,2014-12-29,2015-01-02,Bull,Bear,0
210,train,2014-11-19,2015-01-02,2015-01-07,Bear,Bear,0
211,train,2014-11-24,2015-01-07,2015-01-12,Bear,Bear,0
212,train,2014-11-28,2015-01-12,2015-01-15,Bear,Bear,0
213,train,2014-12-03,2015-01-15,2015-01-21,Bear,Bear,0
214,train,2014-12-08,2015-01-21,2015-01-26,Bear,Bear,0
215,train,2014-12-11,2015-01-26,2015-01-29,Bear,Bear,0
216,train,2014-12-16,2015-01-29,2015-02-03,Bear,Bear,0
217,train,2014-12-19,2015-02-03,2015-02-06,Bear,Bear,0
218,train,2014-12-24,2015-02-06,2015-02-11,Bear,Bear,0
219,train,2014-12-30,2015-02-11,2015-02-17,Bear,Bull,2
220,train,2015-01-05,2015-02-17,2015-02-20,Bull,Bull,2
221,train,2015-01-08,2015-02-20,2015-02-25,Bull,Bull,2
222,train,2015-01-13,2015-02-25,2015-03-02,Bull,Bull,2
223,train,2015-01-16,2015-03-02,2015-03-05,Bull,Neutral,1
224,train,2015-01-22,2015-03-05,2015-03-10,Neutral,Bear,0
225,train,2015-01-27,2015-03-10,2015-03-13,Bear,Bear,0
226,train,2015-01-30,2015-03-13,2015-03-18,Bear,Bear,0
227,train,2015-02-04,2015-03-18,2015-03-23,Bear,Bull,2
228,train,2015-02-09,2015-03-23,2015-03-26,Bull,Bear,0
229,train,2015-02-12,2015-03-26,2015-03-31,Bear,Bear,0
230,train,2015-02-18,2015-03-31,2015-04-06,Bear,Bear,0
231,train,2015-02-23,2015-04-06,2015-04-09,Bear,Bear,0
232,train,2015-02-26,2015-04-09,2015-04-14,Bear,Bull,2
233,train,2015-03-03,2015-04-14,2015-04-17,Bull,Bear,0
234,train,2015-03-06,2015-04-17,2015-04-22,Bear,Bull,2
235,train,2015-03-11,2015-04-22,2015-04-27,Bull,Bull,2
236,train,2015-03-16,2015-04-27,2015-04-30,Bull,Bull,2
237,train,2015-03-19,2015-04-30,2015-05-05,Bull,Bull,2
238,train,2015-03-24,2015-05-05,2015-05-08,Bull,Bull,2
239,train,2015-03-27,2015-05-08,2015-05-13,Bull,Bull,2
240,train,2015-04-01,2015-05-13,2015-05-18,Bull,Bull,2
241,train,2015-04-07,2015-05-18,2015-05-21,Bull,Bull,2
242,train,2015-04-10,2015-05-21,2015-05-27,Bull,Bull,2
243,train,2015-04-15,2015-05-27,2015-06-01,Bull,Bull,2
244,train,2015-04-20,2015-06-01,2015-06-04,Bull,Bull,2
245,train,2015-04-23,2015-06-04,2015-06-09,Bull,Bear,0
246,train,2015-04-28,2015-06-09,2015-06-12,Bear,Bull,2
247,train,2015-05-01,2015-06-12,2015-06-17,Bull,Bull,2
248,train,2015-05-06,2015-06-17,2015-06-22,Bull,Bull,2
249,train,2015-05-11,2015-06-22,2015-06-25,Bull,Bull,2
250,train,2015-05-14,2015-06-25,2015-06-30,Bull,Bear,0
251,train,2015-05-19,2015-06-30,2015-07-06,Bear,Bear,0
252,train,2015-05-22,2015-07-06,2015-07-09,Bear,Bear,0
253,train,2015-05-28,2015-07-09,2015-07-14,Bear,Bear,0
254,train,2015-06-02,2015-07-14,2015-07-17,Bear,Bear,0
255,train,2015-06-05,2015-07-17,2015-07-22,Bear,Bull,2
256,train,2015-06-10,2015-07-22,2015-07-27,Bull,Bear,0
257,train,2015-06-15,2015-07-27,2015-07-30,Bear,Bear,0
258,train,2015-06-18,2015-07-30,2015-08-04,Bear,Bull,2
259,train,2015-06-23,2015-08-04,2015-08-07,Bull,Bull,2
260,train,2015-06-26,2015-08-07,2015-08-12,Bull,Bull,2
261,train,2015-07-01,2015-08-12,2015-08-17,Bull,Bull,2
262,train,2015-07-07,2015-08-17,2015-08-20,Bull,Bear,0
263,train,2015-07-10,2015-08-20,2015-08-25,Bear,Bear,0
264,train,2015-07-15,2015-08-25,2015-08-28,Bear,Bear,0
265,train,2015-07-20,2015-08-28,2015-09-02,Bear,Bear,0
266,train,2015-07-23,2015-09-02,2015-09-08,Bear,Bear,0
267,train,2015-07-28,2015-09-08,2015-09-11,Bear,Bear,0
268,train,2015-07-31,2015-09-11,2015-09-16,Bear,Bear,0
269,train,2015-08-05,2015-09-16,2015-09-21,Bear,Bear,0
270,train,2015-08-10,2015-09-21,2015-09-24,Bear,Bear,0
271,train,2015-08-13,2015-09-24,2015-09-29,Bear,Bear,0
272,train,2015-08-18,2015-09-29,2015-10-02,Bear,Bear,0
273,train,2015-08-21,2015-10-02,2015-10-07,Bear,Bear,0
274,train,2015-08-26,2015-10-07,2015-10-12,Bear,Bear,0
275,train,2015-08-31,2015-10-12,2015-10-15,Bear,Bear,0
276,train,2015-09-03,2015-10-15,2015-10-20,Bear,Bear,0
277,train,2015-09-09,2015-10-20,2015-10-23,Bear,Bear,0
278,train,2015-09-14,2015-10-23,2015-10-28,Bear,Neutral,1
279,train,2015-09-17,2015-10-28,2015-11-02,Neutral,Neutral,1
280,train,2015-09-22,2015-11-02,2015-11-05,Neutral,Bull,2
281,train,2015-09-25,2015-11-05,2015-11-10,Bull,Bull,2
282,train,2015-09-30,2015-11-10,2015-11-13,Bull,Bear,0
283,train,2015-10-05,2015-11-13,2015-11-18,Bear,Bear,0
284,train,2015-10-08,2015-11-18,2015-11-23,Bear,Bull,2
285,train,2015-10-13,2015-11-23,2015-11-27,Bull,Bull,2
286,train,2015-10-16,2015-11-27,2015-12-02,Bull,Neutral,1
287,train,2015-10-21,2015-12-02,2015-12-07,Neutral,Bear,0
288,train,2015-10-26,2015-12-07,2015-12-10,Bear,Bear,0
289,train,2015-10-29,2015-12-10,2015-12-15,Bear,Bear,0
290,train,2015-11-03,2015-12-15,2015-12-18,Bear,Bear,0
291,train,2015-11-06,2015-12-18,2015-12-23,Bear,Bear,0
292,train,2015-11-11,2015-12-23,2015-12-29,Bear,Bear,0
293,train,2015-11-16,2015-12-29,2016-01-04,Bear,Bear,0
294,train,2015-11-19,2016-01-04,2016-01-07,Bear,Bear,0
295,train,2015-11-24,2016-01-07,2016-01-12,Bear,Bear,0
296,train,2015-11-30,2016-01-12,2016-01-15,Bear,Bear,0
297,train,2015-12-03,2016-01-15,2016-01-21,Bear,Bear,0
298,train,2015-12-08,2016-01-21,2016-01-26,Bear,Bear,0
299,train,2015-12-11,2016-01-26,2016-01-29,Bear,Bear,0
300,train,2015-12-16,2016-01-29,2016-02-03,Bear,Bear,0
301,train,2015-12-21,2016-02-03,2016-02-08,Bear,Bear,0
302,train,2015-12-24,2016-02-08,2016-02-11,Bear,Bear,0
303,train,2015-12-30,2016-02-11,2016-02-17,Bear,Bear,0
304,train,2016-01-05,2016-02-17,2016-02-22,Bear,Bear,0
305,train,2016-01-08,2016-02-22,2016-02-25,Bear,Neutral,1
306,train,2016-01-13,2016-02-25,2016-03-01,Neutral,Neutral,1
307,train,2016-01-19,2016-03-01,2016-03-04,Neutral,Neutral,1
308,train,2016-01-22,2016-03-04,2016-03-09,Neutral,Neutral,1
309,train,2016-01-27,2016-03-09,2016-03-14,Neutral,Bear,0
310,train,2016-02-01,2016-03-14,2016-03-17,Bear,Neutral,1
311,train,2016-02-04,2016-03-17,2016-03-22,Neutral,Neutral,1
312,train,2016-02-09,2016-03-22,2016-03-28,Neutral,Neutral,1
313,train,2016-02-12,2016-03-28,2016-03-31,Neutral,Neutral,1
314,train,2016-02-18,2016-03-31,2016-04-05,Neutral,Bear,0
315,train,2016-02-23,2016-04-05,2016-04-08,Bear,Neutral,1
316,train,2016-02-26,2016-04-08,2016-04-13,Neutral,Bear,0
317,train,2016-03-02,2016-04-13,2016-04-18,Bear,Bear,0
318,train,2016-03-07,2016-04-18,2016-04-21,Bear,Bull,2
319,train,2016-03-10,2016-04-21,2016-04-26,Bull,Bear,0
320,train,2016-03-15,2016-04-26,2016-04-29,Bear,Bull,2
321,train,2016-03-18,2016-04-29,2016-05-04,Bull,Bull,2
322,train,2016-03-23,2016-05-04,2016-05-09,Bull,Bull,2
323,train,2016-03-29,2016-05-09,2016-05-12,Bull,Bull,2
324,train,2016-04-01,2016-05-12,2016-05-17,Bull,Bull,2
325,train,2016-04-06,2016-05-17,2016-05-20,Bull,Neutral,1
326,train,2016-04-11,2016-05-20,2016-05-25,Neutral,Bull,2
327,train,2016-04-14,2016-05-25,2016-05-31,Bull,Bull,2
328,train,2016-04-19,2016-05-31,2016-06-03,Bull,Bull,2
329,train,2016-04-22,2016-06-03,2016-06-08,Bull,Bull,2
330,train,2016-04-27,2016-06-08,2016-06-13,Bull,Bull,2
331,train,2016-05-02,2016-06-13,2016-06-16,Bull,Bull,2
332,train,2016-05-05,2016-06-16,2016-06-21,Bull,Bull,2
333,train,2016-05-10,2016-06-21,2016-06-24,Bull,Neutral,1
334,train,2016-05-13,2016-06-24,2016-06-29,Neutral,Neutral,1
335,train,2016-05-18,2016-06-29,2016-07-05,Neutral,Bull,2
336,train,2016-05-23,2016-07-05,2016-07-08,Bull,Bull,2
337,train,2016-05-26,2016-07-08,2016-07-13,Bull,Bull,2
338,train,2016-06-01,2016-07-13,2016-07-18,Bull,Bull,2
339,train,2016-06-06,2016-07-18,2016-07-21,Bull,Bull,2
340,train,2016-06-09,2016-07-21,2016-07-26,Bull,Bull,2
341,train,2016-06-14,2016-07-26,2016-07-29,Bull,Bear,0
342,train,2016-06-17,2016-07-29,2016-08-03,Bear,Bear,0
343,train,2016-06-22,2016-08-03,2016-08-08,Bear,Bear,0
344,train,2016-06-27,2016-08-08,2016-08-11,Bear,Neutral,1
345,train,2016-06-30,2016-08-11,2016-08-16,Neutral,Neutral,1
346,train,2016-07-06,2016-08-16,2016-08-19,Neutral,Neutral,1
347,train,2016-07-11,2016-08-19,2016-08-24,Neutral,Bear,0
348,train,2016-07-14,2016-08-24,2016-08-29,Bear,Bear,0
349,train,2016-07-19,2016-08-29,2016-09-01,Bear,Bear,0
350,train,2016-07-22,2016-09-01,2016-09-07,Bear,Bear,0
351,train,2016-07-27,2016-09-07,2016-09-12,Bear,Bear,0
352,train,2016-08-01,2016-09-12,2016-09-15,Bear,Bull,2
353,train,2016-08-04,2016-09-15,2016-09-20,Bull,Bull,2
354,train,2016-08-09,2016-09-20,2016-09-23,Bull,Bull,2
355,train,2016-08-12,2016-09-23,2016-09-28,Bull,Bull,2
356,train,2016-08-17,2016-09-28,2016-10-03,Bull,Bull,2
357,train,2016-08-22,2016-10-03,2016-10-06,Bull,Bull,2
358,train,2016-08-25,2016-10-06,2016-10-11,Bull,Bull,2
359,train,2016-08-30,2016-10-11,2016-10-14,Bull,Bull,2
360,train,2016-09-02,2016-10-14,2016-10-19,Bull,Bull,2
361,train,2016-09-08,2016-10-19,2016-10-24,Bull,Bull,2
362,train,2016-09-13,2016-10-24,2016-10-27,Bull,Bull,2
363,train,2016-09-16,2016-10-27,2016-11-01,Bull,Bull,2
364,train,2016-09-21,2016-11-01,2016-11-04,Bull,Bull,2
365,train,2016-09-26,2016-11-04,2016-11-09,Bull,Bull,2
366,train,2016-09-29,2016-11-09,2016-11-14,Bull,Bull,2
367,train,2016-10-04,2016-11-14,2016-11-17,Bull,Bull,2
368,train,2016-10-07,2016-11-17,2016-11-22,Bull,Bull,2
369,train,2016-10-12,2016-11-22,2016-11-28,Bull,Bull,2
370,train,2016-10-17,2016-11-28,2016-12-01,Bull,Bull,2
371,train,2016-10-20,2016-12-01,2016-12-06,Bull,Bull,2
372,train,2016-10-25,2016-12-06,2016-12-09,Bull,Neutral,1
373,train,2016-10-28,2016-12-09,2016-12-14,Neutral,Neutral,1
374,train,2016-11-02,2016-12-14,2016-12-19,Neutral,Neutral,1
375,train,2016-11-07,2016-12-19,2016-12-22,Neutral,Neutral,1
376,train,2016-11-10,2016-12-22,2016-12-28,Neutral,Neutral,1
377,train,2016-11-15,2016-12-28,2017-01-03,Neutral,Neutral,1
378,train,2016-11-18,2017-01-03,2017-01-06,Neutral,Neutral,1
379,train,2016-11-23,2017-01-06,2017-01-11,Neutral,Neutral,1
380,train,2016-11-29,2017-01-11,2017-01-17,Neutral,Neutral,1
381,train,2016-12-02,2017-01-17,2017-01-20,Neutral,Neutral,1
382,train,2016-12-07,2017-01-20,2017-01-25,Neutral,Bull,2
383,train,2016-12-12,2017-01-25,2017-01-30,Bull,Neutral,1
384,train,2016-12-15,2017-01-30,2017-02-02,Neutral,Neutral,1
385,train,2016-12-20,2017-02-02,2017-02-07,Neutral,Neutral,1
386,train,2016-12-23,2017-02-07,2017-02-10,Neutral,Bull,2
387,train,2016-12-29,2017-02-10,2017-02-15,Bull,Bull,2
388,train,2017-01-04,2017-02-15,2017-02-21,Bull,Bull,2
389,train,2017-01-09,2017-02-21,2017-02-24,Bull,Bull,2
390,train,2017-01-12,2017-02-24,2017-03-01,Bull,Bull,2
391,train,2017-01-18,2017-03-01,2017-03-06,Bull,Bull,2
