sample_id,split,input_start_date,input_end_date,target_date,current_label,target_label,target_code
73,train,,2013-12-12,2013-12-19,Non-Bear,Non-Bear,0
74,train,,2013-12-19,2013-12-27,Non-Bear,Non-Bear,0
75,train,,2013-12-27,2014-01-06,Non-Bear,Non-Bear,0
76,train,,2014-01-06,2014-01-13,Non-Bear,Non-Bear,0
77,train,,2014-01-13,2014-01-21,Non-Bear,Non-Bear,0
78,train,,2014-01-21,2014-01-28,Non-Bear,Non-Bear,0
79,train,,2014-01-28,2014-02-04,Non-Bear,Bear,1
80,train,,2014-02-04,2014-02-11,Bear,Bear,1
81,train,,2014-02-11,2014-02-19,Bear,Bear,1
82,train,,2014-02-19,2014-02-26,Bear,Non-Bear,0
83,train,,2014-02-26,2014-03-05,Non-Bear,Non-Bear,0
84,train,,2014-03-05,2014-03-12,Non-Bear,Non-Bear,0
85,train,,2014-03-12,2014-03-19,Non-Bear,Non-Bear,0
86,train,,2014-03-19,2014-03-26,Non-Bear,Non-Bear,0
87,train,,2014-03-26,2014-04-02,Non-Bear,Non-Bear,0
88,train,,2014-04-02,2014-04-09,Non-Bear,Non-Bear,0
89,train,,2014-04-09,2014-04-16,Non-Bear,Non-Bear,0
90,train,,2014-04-16,2014-04-24,Non-Bear,Non-Bear,0
91,train,,2014-04-24,2014-05-01,Non-Bear,Non-Bear,0
92,train,,2014-05-01,2014-05-08,Non-Bear,Non-Bear,0
93,train,,2014-05-08,2014-05-15,Non-Bear,Non-Bear,0
94,train,,2014-05-15,2014-05-22,Non-Bear,Bear,1
95,train,,2014-05-22,2014-05-30,Bear,Non-Bear,0
96,train,,2014-05-30,2014-06-06,Non-Bear,Non-Bear,0
97,train,,2014-06-06,2014-06-13,Non-Bear,Non-Bear,0
98,train,,2014-06-13,2014-06-20,Non-Bear,Non-Bear,0
99,train,,2014-06-20,2014-06-27,Non-Bear,Non-Bear,0
100,train,,2014-06-27,2014-07-07,Non-Bear,Non-Bear,0
101,train,,2014-07-07,2014-07-14,Non-Bear,Non-Bear,0
102,train,,2014-07-14,2014-07-21,Non-Bear,Non-Bear,0
103,train,,2014-07-21,2014-07-28,Non-Bear,Non-Bear,0
104,train,,2014-07-28,2014-08-04,Non-Bear,Bear,1
105,train,,2014-08-04,2014-08-11,Bear,Bear,1
106,train,,2014-08-11,2014-08-18,Bear,Bear,1
107,train,,2014-08-18,2014-08-25,Bear,Non-Bear,0
108,train,,2014-08-25,2014-09-02,Non-Bear,Non-Bear,0
109,train,,2014-09-02,2014-09-09,Non-Bear,Non-Bear,0
110,train,,2014-09-09,2014-09-16,Non-Bear,Non-Bear,0
111,train,,2014-09-16,2014-09-23,Non-Bear,Non-Bear,0
112,train,,2014-09-23,2014-09-30,Non-Bear,Bear,1
113,train,,2014-09-30,2014-10-07,Bear,Bear,1
114,train,,2014-10-07,2014-10-14,Bear,Bear,1
115,train,,2014-10-14,2014-10-21,Bear,Bear,1
116,train,,2014-10-21,2014-10-28,Bear,Bear,1
117,train,,2014-10-28,2014-11-04,Bear,Bear,1
118,train,,2014-11-04,2014-11-11,Bear,Non-Bear,0
119,train,,2014-11-11,2014-11-18,Non-Bear,Non-Bear,0
120,train,,2014-11-18,2014-11-25,Non-Bear,Non-Bear,0
121,train,,2014-11-25,2014-12-03,Non-Bear,Non-Bear,0
122,train,,2014-12-03,2014-12-10,Non-Bear,Bear,1
123,train,,2014-12-10,2014-12-17,Bear,Bear,1
124,train,,2014-12-17,2014-12-24,Bear,Non-Bear,0
125,train,,2014-12-24,2015-01-02,Non-Bear,Bear,1
126,train,,2015-01-02,2015-01-09,Bear,Bear,1
127,train,,2015-01-09,2015-01-16,Bear,Bear,1
128,train,,2015-01-16,2015-01-26,Bear,Bear,1
129,train,,2015-01-26,2015-02-02,Bear,Bear,1
130,train,,2015-02-02,2015-02-09,Bear,Bear,1
131,train,,2015-02-09,2015-02-17,Bear,Non-Bear,0
132,train,,2015-02-17,2015-02-24,Non-Bear,Non-Bear,0
133,train,,2015-02-24,2015-03-03,Non-Bear,Non-Bear,0
134,train,,2015-03-03,2015-03-10,Non-Bear,Bear,1
135,train,,2015-03-10,2015-03-17,Bear,Bear,1
136,train,,2015-03-17,2015-03-24,Bear,Non-Bear,0
137,train,,2015-03-24,2015-03-31,Non-Bear,Bear,1
138,train,,2015-03-31,2015-04-08,Bear,Bear,1
139,train,,2015-04-08,2015-04-15,Bear,Non-Bear,0
140,train,,2015-04-15,2015-04-22,Non-Bear,Non-Bear,0
141,train,,2015-04-22,2015-04-29,Non-Bear,Non-Bear,0
142,train,,2015-04-29,2015-05-06,Non-Bear,Non-Bear,0
143,train,,2015-05-06,2015-05-13,Non-Bear,Non-Bear,0
144,train,,2015-05-13,2015-05-20,Non-Bear,Non-Bear,0
145,train,,2015-05-20,2015-05-28,Non-Bear,Non-Bear,0
146,train,,2015-05-28,2015-06-04,Non-Bear,Non-Bear,0
147,train,,2015-06-04,2015-06-11,Non-Bear,Non-Bear,0
148,train,,2015-06-11,2015-06-18,Non-Bear,Non-Bear,0
149,train,,2015-06-18,2015-06-25,Non-Bear,Non-Bear,0
150,train,,2015-06-25,2015-07-02,Non-Bear,Bear,1
151,train,,2015-07-02,2015-07-10,Bear,Bear,1
152,train,,2015-07-10,2015-07-17,Bear,Bear,1
153,train,,2015-07-17,2015-07-24,Bear,Bear,1
154,train,,2015-07-24,2015-07-31,Bear,Non-Bear,0
155,train,,2015-07-31,2015-08-07,Non-Bear,Non-Bear,0
156,train,,2015-08-07,2015-08-14,Non-Bear,Non-Bear,0
157,train,,2015-08-14,2015-08-21,Non-Bear,Bear,1
158,train,,2015-08-21,2015-08-28,Bear,Bear,1
159,train,,2015-08-28,2015-09-04,Bear,Bear,1
160,train,,2015-09-04,2015-09-14,Bear,Bear,1
161,train,,2015-09-14,2015-09-21,Bear,Bear,1
162,train,,2015-09-21,2015-09-28,Bear,Bear,1
163,train,,2015-09-28,2015-10-05,Bear,Bear,1
164,train,,2015-10-05,2015-10-12,Bear,Bear,1
165,train,,2015-10-12,2015-10-19,Bear,Bear,1
166,train,,2015-10-19,2015-10-26,Bear,Non-Bear,0
167,train,,2015-10-26,2015-11-02,Non-Bear,Non-Bear,0
168,train,,2015-11-02,2015-11-09,Non-Bear,Non-Bear,0
169,train,,2015-11-09,2015-11-16,Non-Bear,Bear,1
170,train,,2015-11-16,2015-11-23,Bear,Non-Bear,0
171,train,,2015-11-23,2015-12-01,Non-Bear,Non-Bear,0
172,train,,2015-12-01,2015-12-08,Non-Bear,Bear,1
173,train,,2015-12-08,2015-12-15,Bear,Bear,1
174,train,,2015-12-15,2015-12-22,Bear,Bear,1
175,train,,2015-12-22,2015-12-30,Bear,Bear,1
176,train,,2015-12-30,2016-01-07,Bear,Bear,1
177,train,,2016-01-07,2016-01-14,Bear,Bear,1
178,train,,2016-01-14,2016-01-22,Bear,Bear,1
179,train,,2016-01-22,2016-01-29,Bear,Bear,1
180,train,,2016-01-29,2016-02-05,Bear,Bear,1
181,train,,2016-02-05,2016-02-12,Bear,Bear,1
182,train,,2016-02-12,2016-02-22,Bear,Bear,1
183,train,,2016-02-22,2016-02-29,Bear,Bear,1
184,train,,2016-02-29,2016-03-07,Bear,Non-Bear,0
185,train,,2016-03-07,2016-03-14,Non-Bear,Bear,1
186,train,,2016-03-14,2016-03-21,Bear,Non-Bear,0
187,train,,2016-03-21,2016-03-29,Non-Bear,Non-Bear,0
188,train,,2016-03-29,2016-04-05,Non-Bear,Bear,1
189,train,,2016-04-05,2016-04-12,Bear,Bear,1
190,train,,2016-04-12,2016-04-19,Bear,Non-Bear,0
191,train,,2016-04-19,2016-04-26,Non-Bear,Non-Bear,0
192,train,,2016-04-26,2016-05-03,Non-Bear,Non-Bear,0
193,train,,2016-05-03,2016-05-10,Non-Bear,Non-Bear,0
194,train,,2016-05-10,2016-05-17,Non-Bear,Non-Bear,0
195,train,,2016-05-17,2016-05-24,Non-Bear,Non-Bear,0
196,train,,2016-05-24,2016-06-01,Non-Bear,Non-Bear,0
197,train,,2016-06-01,2016-06-08,Non-Bear,Non-Bear,0
198,train,,2016-06-08,2016-06-15,Non-Bear,Non-Bear,0
199,train,,2016-06-15,2016-06-22,Non-Bear,Non-Bear,0
200,train,,2016-06-22,2016-06-29,Non-Bear,Non-Bear,0
201,train,,2016-06-29,2016-07-07,Non-Bear,Non-Bear,0
202,train,,2016-07-07,2016-07-14,Non-Bear,Non-Bear,0
203,train,,2016-07-14,2016-07-21,Non-Bear,Non-Bear,0
204,train,,2016-07-21,2016-07-28,Non-Bear,Bear,1
205,train,,2016-07-28,2016-08-04,Bear,Bear,1
206,train,,2016-08-04,2016-08-11,Bear,Non-Bear,0
207,train,,2016-08-11,2016-08-18,Non-Bear,Non-Bear,0
208,train,,2016-08-18,2016-08-25,Non-Bear,Bear,1
209,train,,2016-08-25,2016-09-01,Bear,Bear,1
210,train,,2016-09-01,2016-09-09,Bear,Bear,1
211,train,,2016-09-09,2016-09-16,Bear,Non-Bear,0
212,train,,2016-09-16,2016-09-23,Non-Bear,Non-Bear,0
213,train,,2016-09-23,2016-09-30,Non-Bear,Non-Bear,0
214,train,,2016-09-30,2016-10-07,Non-Bear,Non-Bear,0
215,train,,2016-10-07,2016-10-14,Non-Bear,Non-Bear,0
216,train,,2016-10-14,2016-10-21,Non-Bear,Non-Bear,0
217,train,,2016-10-21,2016-10-28,Non-Bear,Non-Bear,0
218,train,,2016-10-28,2016-11-04,Non-Bear,Non-Bear,0
219,train,,2016-11-04,2016-11-11,Non-Bear,Non-Bear,0
220,train,,2016-11-11,2016-11-18,Non-Bear,Non-Bear,0
221,train,,2016-11-18,2016-11-28,Non-Bear,Non-Bear,0
222,train,,2016-11-28,2016-12-05,Non-Bear,Non-Bear,0
223,train,,2016-12-05,2016-12-12,Non-Bear,Non-Bear,0
224,train,,2016-12-12,2016-12-19,Non-Bear,Non-Bear,0
225,train,,2016-12-19,2016-12-27,Non-Bear,Non-Bear,0
226,train,,2016-12-27,2017-01-04,Non-Bear,Non-Bear,0
227,train,,2017-01-04,2017-01-11,Non-Bear,Non-Bear,0
228,train,,2017-01-11,2017-01-19,Non-Bear,Non-Bear,0
229,train,,2017-01-19,2017-01-26,Non-Bear,Non-Bear,0
230,train,,2017-01-26,2017-02-02,Non-Bear,Non-Bear,0
231,train,,2017-02-02,2017-02-09,Non-Bear,Non-Bear,0
232,train,,2017-02-09,2017-02-16,Non-Bear,Non-Bear,0
233,train,,2017-02-16,2017-02-24,Non-Bear,Non-Bear,0
234,train,,2017-02-24,2017-03-03,Non-Bear,Non-Bear,0
235,train,,2017-03-03,2017-03-10,Non-Bear,Non-Bear,0
236,train,,2017-03-10,2017-03-17,Non-Bear,Non-Bear,0
237,train,,2017-03-17,2017-03-24,Non-Bear,Non-Bear,0
238,train,,2017-03-24,2017-03-31,Non-Bear,Non-Bear,0
239,train,,2017-03-31,2017-04-07,Non-Bear,Non-Bear,0
240,train,,2017-04-07,2017-04-17,Non-Bear,Non-Bear,0
241,train,,2017-04-17,2017-04-24,Non-Bear,Non-Bear,0
242,train,,2017-04-24,2017-05-01,Non-Bear,Non-Bear,0
243,train,,2017-05-01,2017-05-08,Non-Bear,Non-Bear,0
244,train,,2017-05-08,2017-05-15,Non-Bear,Non-Bear,0
245,train,,2017-05-15,2017-05-22,Non-Bear,Non-Bear,0
246,train,,2017-05-22,2017-05-30,Non-Bear,Non-Bear,0
247,train,,2017-05-30,2017-06-06,Non-Bear,Non-Bear,0
248,train,,2017-06-06,2017-06-13,Non-Bear,Non-Bear,0
249,train,,2017-06-13,2017-06-20,Non-Bear,Non-Bear,0
250,train,,2017-06-20,2017-06-27,Non-Bear,Non-Bear,0
251,train,,2017-06-27,2017-07-05,Non-Bear,Non-Bear,0
252,train,,2017-07-05,2017-07-12,Non-Bear,Non-Bear,0
253,train,,2017-07-12,2017-07-19,Non-Bear,Non-Bear,0
254,train,,2017-07-19,2017-07-26,Non-Bear,Non-Bear,0
255,train,,2017-07-26,2017-08-02,Non-Bear,Non-Bear,0
256,train,,2017-08-02,2017-08-09,Non-Bear,Non-Bear,0
257,train,,2017-08-09,2017-08-16,Non-Bear,Non-Bear,0
258,train,,2017-08-16,2017-08-23,Non-Bear,Bear,1
259,train,,2017-08-23,2017-08-30,Bear,Non-Bear,0
260,train,,2017-08-30,2017-09-07,Non-Bear,Bear,1
261,train,,2017-09-07,2017-09-14,Bear,Bear,1
262,train,,2017-09-14,2017-09-21,Bear,Non-Bear,0
263,train,,2017-09-21,2017-09-28,Non-Bear,Non-Bear,0
264,train,,2017-09-28,2017-10-05,Non-Bear,Non-Bear,0
265,train,,2017-10-05,2017-10-12,Non-Bear,Non-Bear,0
266,train,,2017-10-12,2017-10-19,Non-Bear,Non-Bear,0
267,train,,2017-10-19,2017-10-26,Non-Bear,Non-Bear,0
268,train,,2017-10-26,2017-11-02,Non-Bear,Non-Bear,0
269,train,,2017-11-02,2017-11-09,Non-Bear,Non-Bear,0
270,train,,2017-11-09,2017-11-16,Non-Bear,Non-Bear,0
271,train,,2017-11-16,2017-11-24,Non-Bear,Non-Bear,0
272,train,,2017-11-24,2017-12-01,Non-Bear,Non-Bear,0
273,train,,2017-12-01,2017-12-08,Non-Bear,Non-Bear,0
274,train,,2017-12-08,2017-12-15,Non-Bear,Non-Bear,0
275,train,,2017-12-15,2017-12-22,Non-Bear,Non-Bear,0
276,train,,2017-12-22,2018-01-02,Non-Bear,Non-Bear,0
277,train,,2018-01-02,2018-01-09,Non-Bear,Non-Bear,0
278,train,,2018-01-09,2018-01-17,Non-Bear,Non-Bear,0
279,train,,2018-01-17,2018-01-24,Non-Bear,Non-Bear,0
280,train,,2018-01-24,2018-01-31,Non-Bear,Bear,1
281,train,,2018-01-31,2018-02-07,Bear,Non-Bear,0
282,train,,2018-02-07,2018-02-14,Non-Bear,Non-Bear,0
283,train,,2018-02-14,2018-02-22,Non-Bear,Non-Bear,0
284,train,,2018-02-22,2018-03-01,Non-Bear,Bear,1
285,train,,2018-03-01,2018-03-08,Bear,Non-Bear,0
286,train,,2018-03-08,2018-03-15,Non-Bear,Bear,1
287,train,,2018-03-15,2018-03-22,Bear,Bear,1
288,train,,2018-03-22,2018-03-29,Bear,Bear,1
289,train,,2018-03-29,2018-04-06,Bear,Bear,1
290,train,,2018-04-06,2018-04-13,Bear,Bear,1
291,train,,2018-04-13,2018-04-20,Bear,Bear,1
292,train,,2018-04-20,2018-04-27,Bear,Bear,1
293,train,,2018-04-27,2018-05-04,Bear,Bear,1
294,train,,2018-05-04,2018-05-11,Bear,Bear,1
295,train,,2018-05-11,2018-05-18,Bear,Bear,1
296,train,,2018-05-18,2018-05-25,Bear,Bear,1
297,train,,2018-05-25,2018-06-04,Bear,Bear,1
298,train,,2018-06-04,2018-06-11,Bear,Non-Bear,0
299,train,,2018-06-11,2018-06-18,Non-Bear,Non-Bear,0
300,train,,2018-06-18,2018-06-25,Non-Bear,Bear,1
301,train,,2018-06-25,2018-07-02,Bear,Bear,1
302,train,,2018-07-02,2018-07-10,Bear,Non-Bear,0
303,train,,2018-07-10,2018-07-17,Non-Bear,Non-Bear,0
304,train,,2018-07-17,2018-07-24,Non-Bear,Non-Bear,0
305,train,,2018-07-24,2018-07-31,Non-Bear,Non-Bear,0
306,train,,2018-07-31,2018-08-07,Non-Bear,Non-Bear,0
307,train,,2018-08-07,2018-08-14,Non-Bear,Non-Bear,0
308,train,,2018-08-14,2018-08-21,Non-Bear,Non-Bear,0
309,train,,2018-08-21,2018-08-28,Non-Bear,Non-Bear,0
310,train,,2018-08-28,2018-09-05,Non-Bear,Non-Bear,0
311,train,,2018-09-05,2018-09-12,Non-Bear,Non-Bear,0
312,train,,2018-09-12,2018-09-19,Non-Bear,Non-Bear,0
313,train,,2018-09-19,2018-09-26,Non-Bear,Non-Bear,0
314,train,,2018-09-26,2018-10-03,Non-Bear,Non-Bear,0
315,train,,2018-10-03,2018-10-10,Non-Bear,Bear,1
316,train,,2018-10-10,2018-10-17,Bear,Bear,1
317,train,,2018-10-17,2018-10-24,Bear,Bear,1
318,train,,2018-10-24,2018-10-31,Bear,Bear,1
319,train,,2018-10-31,2018-11-07,Bear,Bear,1
320,train,,2018-11-07,2018-11-14,Bear,Non-Bear,0
321,train,,2018-11-14,2018-11-21,Non-Bear,Bear,1
322,train,,2018-11-21,2018-11-29,Bear,Bear,1
323,train,,2018-11-29,2018-12-07,Bear,Bear,1
324,train,,2018-12-07,2018-12-14,Bear,Bear,1
325,train,,2018-12-14,2018-12-21,Bear,Bear,1
326,train,,2018-12-21,2018-12-31,Bear,Bear,1
327,train,,2018-12-31,2019-01-08,Bear,Bear,1
328,train,,2019-01-08,2019-01-15,Bear,Bear,1
329,train,,2019-01-15,2019-01-23,Bear,Bear,1
330,train,,2019-01-23,2019-01-30,Bear,Bear,1
331,train,,2019-01-30,2019-02-06,Bear,Bear,1
332,train,,2019-02-06,2019-02-13,Bear,Bear,1
333,train,,2019-02-13,2019-02-21,Bear,Non-Bear,0
334,train,,2019-02-21,2019-02-28,Non-Bear,Non-Bear,0
335,train,,2019-02-28,2019-03-07,Non-Bear,Non-Bear,0
336,train,,2019-03-07,2019-03-14,Non-Bear,Non-Bear,0
337,train,,2019-03-14,2019-03-21,Non-Bear,Non-Bear,0
338,train,,2019-03-21,2019-03-28,Non-Bear,Non-Bear,0
339,train,,2019-03-28,2019-04-04,Non-Bear,Non-Bear,0
340,train,,2019-04-04,2019-04-11,Non-Bear,Non-Bear,0
341,train,,2019-04-11,2019-04-18,Non-Bear,Non-Bear,0
342,train,,2019-04-18,2019-04-26,Non-Bear,Non-Bear,0
343,train,,2019-04-26,2019-05-03,Non-Bear,Non-Bear,0
344,train,,2019-05-03,2019-05-10,Non-Bear,Non-Bear,0
345,train,,2019-05-10,2019-05-17,Non-Bear,Non-Bear,0
346,train,,2019-05-17,2019-05-24,Non-Bear,Non-Bear,0
347,train,,2019-05-24,2019-06-03,Non-Bear,Bear,1
348,train,,2019-06-03,2019-06-10,Bear,Bear,1
349,train,,2019-06-10,2019-06-17,Bear,Non-Bear,0
350,train,,2019-06-17,2019-06-24,Non-Bear,Non-Bear,0
351,train,,2019-06-24,2019-07-01,Non-Bear,Non-Bear,0
352,train,,2019-07-01,2019-07-09,Non-Bear,Non-Bear,0
353,train,,2019-07-09,2019-07-16,Non-Bear,Non-Bear,0
354,train,,2019-07-16,2019-07-23,Non-Bear,Non-Bear,0
355,train,,2019-07-23,2019-07-30,Non-Bear,Non-Bear,0
356,train,,2019-07-30,2019-08-06,Non-Bear,Bear,1
357,train,,2019-08-06,2019-08-13,Bear,Bear,1
358,train,,2019-08-13,2019-08-20,Bear,Bear,1
359,train,,2019-08-20,2019-08-27,Bear,Bear,1
360,train,,2019-08-27,2019-09-04,Bear,Bear,1
361,train,,2019-09-04,2019-09-11,Bear,Bear,1
362,train,,2019-09-11,2019-09-18,Bear,Non-Bear,0
363,train,,2019-09-18,2019-09-25,Non-Bear,Bear,1
364,train,,2019-09-25,2019-10-02,Bear,Bear,1
365,train,,2019-10-02,2019-10-09,Bear,Bear,1
366,train,,2019-10-09,2019-10-16,Bear,Non-Bear,0
367,train,,2019-10-16,2019-10-23,Non-Bear,Non-Bear,0
368,train,,2019-10-23,2019-10-30,Non-Bear,Non-Bear,0
369,train,,2019-10-30,2019-11-06,Non-Bear,Non-Bear,0
370,train,,2019-11-06,2019-11-13,Non-Bear,Non-Bear,0
371,train,,2019-11-13,2019-11-20,Non-Bear,Non-Bear,0
372,train,,2019-11-20,2019-11-27,Non-Bear,Non-Bear,0
373,train,,2019-11-27,2019-12-05,Non-Bear,Non-Bear,0
374,train,,2019-12-05,2019-12-12,Non-Bear,Non-Bear,0
375,train,,2019-12-12,2019-12-19,Non-Bear,Non-Bear,0
376,train,,2019-12-19,2019-12-27,Non-Bear,Non-Bear,0
377,train,,2019-12-27,2020-01-06,Non-Bear,Non-Bear,0
378,train,,2020-01-06,2020-01-13,Non-Bear,Non-Bear,0
379,train,,2020-01-13,2020-01-21,Non-Bear,Non-Bear,0
380,train,,2020-01-21,2020-01-28,Non-Bear,Non-Bear,0
381,train,,2020-01-28,2020-02-04,Non-Bear,Non-Bear,0
382,train,,2020-02-04,2020-02-11,Non-Bear,Non-Bear,0
383,train,,2020-02-11,2020-02-19,Non-Bear,Non-Bear,0
384,train,,2020-02-19,2020-02-26,Non-Bear,Bear,1
385,train,,2020-02-26,2020-03-04,Bear,Bear,1
386,train,,2020-03-04,2020-03-11,Bear,Bear,1
387,train,,2020-03-11,2020-03-18,Bear,Bear,1
388,train,,2020-03-18,2020-03-25,Bear,Bear,1
389,train,,2020-03-25,2020-04-01,Bear,Bear,1
390,train,,2020-04-01,2020-04-08,Bear,Bear,1
391,train,,2020-04-08,2020-04-16,Bear,Bear,1
392,train,,2020-04-16,2020-04-23,Bear,Bear,1
393,train,,2020-04-23,2020-04-30,Bear,Bear,1
394,train,,2020-04-30,2020-05-07,Bear,Bear,1
395,train,,2020-05-07,2020-05-14,Bear,Non-Bear,0
396,train,,2020-05-14,2020-05-21,Non-Bear,Non-Bear,0
397,train,,2020-05-21,2020-05-29,Non-Bear,Non-Bear,0
398,train,,2020-05-29,2020-06-05,Non-Bear,Bear,1
399,train,,2020-06-05,2020-06-12,Bear,Bear,1
400,train,,2020-06-12,2020-06-19,Bear,Bear,1
401,train,,2020-06-19,2020-06-26,Bear,Bear,1
402,train,,2020-06-26,2020-07-06,Bear,Bear,1
403,train,,2020-07-06,2020-07-13,Bear,Bear,1
404,train,,2020-07-13,2020-07-20,Bear,Non-Bear,0
405,train,,2020-07-20,2020-07-27,Non-Bear,Non-Bear,0
406,train,,2020-07-27,2020-08-03,Non-Bear,Non-Bear,0
407,train,,2020-08-03,2020-08-10,Non-Bear,Non-Bear,0
408,train,,2020-08-10,2020-08-17,Non-Bear,Non-Bear,0
409,train,,2020-08-17,2020-08-24,Non-Bear,Non-Bear,0
410,train,,2020-08-24,2020-08-31,Non-Bear,Non-Bear,0
411,train,,2020-08-31,2020-09-08,Non-Bear,Non-Bear,0
412,train,,2020-09-08,2020-09-15,Non-Bear,Non-Bear,0
413,train,,2020-09-15,2020-09-22,Non-Bear,Non-Bear,0
414,train,,2020-09-22,2020-09-29,Non-Bear,Non-Bear,0
415,train,,2020-09-29,2020-10-06,Non-Bear,Non-Bear,0
416,train,,2020-10-06,2020-10-13,Non-Bear,Non-Bear,0
417,train,,2020-10-13,2020-10-20,Non-Bear,Non-Bear,0
418,train,,2020-10-20,2020-10-27,Non-Bear,Non-Bear,0
419,train,,2020-10-27,2020-11-03,Non-Bear,Non-Bear,0
420,train,,2020-11-03,2020-11-10,Non-Bear,Non-Bear,0
421,train,,2020-11-10,2020-11-17,Non-Bear,Non-Bear,0
